검색어,기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
에스에프케이,에스에프씨㈜,중견기업,충북 청원군,감광재료 및 관련 화학제품 제조업,-,-,-,-
에스에프케이,㈜에스에프이,중소기업,충남 천안시,반도체·디스플레이·광학,-,-,-,-
에스에프케이,앤에스에프코리아 유한회사,외국 기관·비영리기구,서울특별시 성동구,공기업·공공기관,-,-,-,-
에스에프케이,㈜참조은에스에프,중소기업,충남 공주시,식품가공,-,-,-,-
에스에프케이,㈜에스에프,중소기업,경기 안산시,배합 사료 제조업,-,-,-,-
에스에프케이,㈜에스에프글로비즈,중소기업,경기 파주시,무역·상사,-,-,-,-
에스에프케이,㈜엠에스에프엔비,중소기업,서울 중구,섬유·의류·패션,-,-,-,-
에스에프케이,에스에프시스템㈜,중소기업,서울 서초구,컴퓨터 및 주변 기기 수리업,-,-,-,-
에스에프케이,㈜에스에프에스,중소기업,부산 사상구,과실류 도매업,-,-,-,-
에스에프케이,에이치에스에프,중소기업,서울 중구,협회·단체,-,-,-,-
제경,제경,중소기업,경기 포천시,"전기회로 개폐, 보호장치 제조업",-,-,-,-
제경,제경,-,-,-,-,-,-,-
제경,제경,-,-,-,-,-,-,-
제경,제경,중소기업,전남 목포시,인테리어·자재,-,-,-,-
제경,제경,중소기업,경기 파주시,금속·재료·자재,-,-,-,-
제경,제경,중소기업,인천 서구,건축·설비·환경,-,-,-,-
제경,제경,중소기업,경기 부천시,건축·설비·환경,-,-,-,-
제경,제경,중소기업,서울 관악구,일반 건축자재 도매업,-,-,-,-
제경,제경,중소기업,경기 시흥시,기타 반도체소자 제조업,-,-,-,-
제경,제경,개인,서울 강서구,판유리 제조업,-,-,-,-
린텍,린텍,중소기업,경기 파주시,출판·인쇄·사진,-,-,-,-
린텍,린텍,중소기업,충북 청원군,플라스틱 접착처리 제품 제조업,-,-,-,-
린텍,린텍,중소기업,경기 성남시,접착제 및 젤라틴 제조업,-,-,-,-
린텍,린텍,중소기업,경기 부천시,산업처리공정 제어장비 제조업,-,-,-,-
린텍,린텍,중소기업,서울 금천구,컴퓨터시스템 통합 자문 및 구축 서비스업,-,-,-,-
린텍,린텍,중소기업,서울 강남구,그 외 기타 분류 안된 섬유제품 제조업,-,-,-,-
린텍,린텍,중소기업,부산 수영구,건물용 기계.장비 설치 공사업,-,-,-,-
린텍,린텍,중소기업,경기 군포시,그 외 기타 일반목적용 기계 제조업,-,-,-,-
린텍,린텍,중소기업,서울 용산구,출판·인쇄·사진,-,-,-,-
린텍,린텍,외국계(외국 투자기업),경기도 광주시,전기·전자·제어,-,-,-,-
가온세정,가온세정,중소기업,인천 서구,"목재 보존, 방부처리, 도장 및 유사 처리업",-,-,-,-
성호제과,-,-,-,-,-,-,-,-
지에스칼텍스(주)무수천주유소,-,-,-,-,-,-,-,-
샤인소프트,-,-,-,-,-,-,-,-
성신우영,-,-,-,-,-,-,-,-
덕수기업,덕수기업,중소기업,경기 화성시,일반 화물자동차 운송업,-,-,-,-
덕수기업,덕수기업,중소기업,서울 강남구,비주거용 건물 임대업,17억 9천만원(2019.12.31),15억 1천만원(2019.12.31),우태형,1958.10.08(68년차)
덕수기업,덕수기업,중소기업,충청남도 아산시,그 외 기타 전자부품 제조업,-,-,-,-
에스디산업,에스디산업,중소기업,전남 여수시,도장 공사업,-,-,-,-
에스디산업,㈜에스디에스산업,중소기업,경기 성남시,컴퓨터·하드웨어·장비,-,-,-,-
에스디산업,주식회사 에스디건설산업,중소기업,서울 양천구,비주거용 건물 개발 및 공급업,-,-,-,-
에스디산업,에스디산업,-,-,-,-,-,-,-
에스디산업,에스디패키지산업,중소기업,경기도 광주시,기계·기계설비,-,-,-,-
에스디산업,에스디산업,중소기업,경기 화성시,부동산 투자자문업,-,-,-,-
에스디산업,에스디산업,-,-,-,-,-,-,-
장안농원,장안농원,-,-,-,-,-,-,-
비진통상,-,-,-,-,-,-,-,-
포티투마루,포티투마루,중소기업,서울 서초구,응용 소프트웨어 개발 및 공급업,-,-,-,-
경동엠텍,경동엠텍,-,-,-,-,-,-,-
대송종합건설,-,-,-,-,-,-,-,-
대덕바이오,대덕바이오,벤처기업,충남 금산군,화학·에너지·환경,-,-,-,-
본실업,-,-,-,-,-,-,-,-
신화티.엔.에스.,-,-,-,-,-,-,-,-
한국지네틱바이오팜,한국지네틱바이오팜,중소기업,경기 연천군,인삼식품 제조업,-,-,-,-
시네코아,시네코아,중소기업,서울 종로구,비주거용 건물 임대업,-,-,-,-
동양우레탄,-,-,-,-,-,-,-,-
청우식품전주지점,청우식품전주지점,중견기업,전북 전주시,백화점·유통·도소매,-,-,-,-
연호실즈,-,-,-,-,-,-,-,-
넷퍼씨,넷퍼씨,중소기업,서울 서초구,솔루션·SI·CRM·ERP,-,-,-,-
보영냉열,보영냉열,-,-,-,-,-,-,-
헥코리아,헥코리아,중소기업,서울 금천구,건설·시공·토목·조경,-,-,-,-
두실조경,-,-,-,-,-,-,-,-
컨버테크,컨버테크,중소기업,경기 광명시,기타 전기 변환장치 제조업,-,-,-,-
건진,건진,중소기업,전북 전주시,"교량, 터널 및 철도 건설업",-,-,-,-
건진,건진,중소기업,전남 광양시,단독 주택 건설업,-,-,-,-
건진,건진,중소기업,경기 이천시,건축·설비·환경,-,-,-,-
건진,헬스보이짐&필라걸&골프인 병점점,중소기업,경기 화성시,스포츠·여가·레저,-,-,-,-
건진,건진,-,-,-,-,-,-,-
건진,건진,-,-,-,-,-,-,-
건진,헬스보이짐PT&필라걸&골프인 분당정자점,중소기업,경기 성남시,스포츠·여가·레저,-,-,-,-
건진,한국지엠거여정비서비스,중소기업,서울 송파구,자동차 전문 수리업,-,-,-,-
건진,건진,중소기업,전북 전주시,콘크리트 및 철근 공사업,-,-,-,-
건진,건진,중소기업,경기 부천시,비주거용 건물 임대업,-,-,-,-
칠성건설,칠성건설,중소기업,대전 유성구,도로 건설업,-,-,-,-
칠성건설,칠성건설,-,-,-,-,-,-,-
아이티에스컨버젼스,아이티에스컨버젼스,중소기업,서울 영등포구,네트워크·통신서비스,-,-,-,-
거림트렌드,거림트렌드,중소기업,인천 부평구,"근무복, 작업복 및 유사의복 제조업",-,-,-,-
플로어식스,플로어식스,중소기업,서울 강남구,영화·음반·배급,-,-,-,-
플로어식스,스튜디오 식스플로어,중소기업,서울 강남구,웨딩·상조·이벤트,-,-,-,-
플로어식스,㈜식스플로어랩,벤처기업,서울 강서구,전기·전자·제어,-,-,-,-
인터시스,인터시스,중소기업,서울 송파구,전기·전자·제어,-,-,-,-
인터시스,인터시스,중소기업,경기 의왕시,"기타 기술 시험, 검사 및 분석업",-,-,-,-
텍스코코리아,텍스코코리아,중소기업,서울 성동구,기계·기계설비,-,-,-,-
선경산업,선경산업,중소기업,인천 계양구,전기·전자·제어,-,-,-,-
선경산업,선경산업,중소기업,경남 사천시,타일 및 유사 비내화 요업제품 제조업,-,-,-,-
선경산업,선경산업,중소기업,대구 달성군,자동차·조선·철강·항공,-,-,-,-
선경산업,선경산업,중소기업,강원 강릉시,목재·제지·가구,-,-,박종서,-
선경산업,선경산업,중소기업,서울 노원구,커튼 및 유사제품 제조업,-,-,-,-
선경산업,선경산업,-,-,-,-,-,-,-
진성기업,진성기업,중소기업,경기 고양시,내부 전기배선 공사업,-,-,-,-
진성기업,진성기업,중소기업,광주 서구,기타 토목시설물 건설업,-,-,-,-
진성기업,진성기업,-,-,-,-,-,-,-
진성기업,진성기업,중소기업,부산 강서구,그 외 기타 1차 철강 제조업,-,-,-,-
진성기업,진성기업,중소기업,경기 용인시,재생용 재료 수집 및 판매업,-,-,-,-
진성기업,진성기업,-,-,-,-,-,-,-
진성기업,진성기업,-,-,-,-,-,-,-
진성기업,진성기업,중소기업,경남 창원시,금속·재료·자재,-,-,-,-
진성기업,진성기업,중소기업,서울특별시 금천구,금속·재료·자재,-,-,-,-
스위스퍼펙션제주점,-,-,-,-,-,-,-,-
일신기술단,일신기술단,중소기업,부산 연제구,일반 통신 공사업,-,-,-,-
우건,남서울대학교,비영리단체·교육재단,충남 천안시,공기업·공공기관,-,-,-,-
우건,주식회사 에이치알한울,중견기업,경기 수원시,콜센터·아웃소싱·기타,-,-,-,-
우건,㈜우신엔지니어링,중소기업,경기 화성시,산업생산시설 종합건설업,-,-,-,-
우건,우신공업㈜,중견기업,충남 당진시,그 외 자동차용 신품 부품 제조업,-,-,-,-
우건,㈜우쥬록스,중소기업,서울 강남구,경영 컨설팅업,-,-,-,-
우건,㈜우신기연,중소기업,경기 화성시,반도체 제조용 기계 제조업,-,-,-,-
우건,㈜우신세이프티시스템,중견기업,경기 화성시,그 외 자동차용 신품 부품 제조업,-,-,-,-
우건,㈜우신오토파트너스,중소기업,서울 서초구,렌탈·임대·리스,-,-,-,-
우건,㈜우신뷰티,중소기업,서울 강북구,화장품 제조업,-,-,-,-
우건,우신공업㈜,중소기업,경기 부천시,운송장비 조립용 플라스틱제품 제조업,-,-,-,-
여수엑스포환경,-,-,-,-,-,-,-,-
브이에스테크놀로지,브이에스테크놀로지,중소기업,서울 송파구,1차 금속제품 도매업,-,-,-,-
피인에스건설,피인에스건설,중소기업,경기도 의왕시,건설·시공·토목·조경,-,-,-,-
한국케이씨엘,-,-,-,-,-,-,-,-
청마전력,-,-,-,-,-,-,-,-
우성하이텍,우성하이텍,중소기업,경남 양산시,기계·기계설비,-,-,-,-
우성하이텍,우성하이텍,중소기업,경기 부천시,기계·기계설비,-,-,-,-
우성하이텍,우성하이텍,중소기업,부산 북구,합성수지 및 기타 플라스틱 물질 제조업,-,-,-,-
우성하이텍,우성하이텍,중소기업,경기 고양시,전기용 기계.장비 및 관련 기자재 도매업,-,-,-,-
우성하이텍,우성하이텍,-,-,-,-,-,-,-
우성하이텍,우성하이텍,-,-,-,-,-,-,-
케이제이,케이제이,중소기업,서울 영등포구,반도체·디스플레이·광학,-,-,-,-
케이제이,케이제이,중소기업,경기 수원시,물류·운송·배송,-,-,-,-
케이제이,케이제이,중소기업,경기 안양시,인쇄 및 제책용 기계 제조업,-,-,-,-
케이제이,케이제이,중소기업,충남 아산시,반도체·디스플레이·광학,-,-,-,-
케이제이,케이제이,중소기업,인천 중구,목재·제지·가구,-,-,-,-
케이제이,케이제이,중소기업,부산 강서구,자동차·조선·철강·항공,-,-,-,-
케이제이,케이제이,중소기업,서울 강서구,물류·운송·배송,-,-,-,-
케이제이,케이제이,중소기업,서울 성동구,비주거용 건물 개발 및 공급업,-,-,-,-
케이제이,케이제이,중소기업,경기 평택시,백화점·유통·도소매,-,-,-,-
케이제이,케이제이,중소기업,대구 달서구,그 외 자동차용 신품 부품 제조업,-,-,-,-
보산하이테크,-,-,-,-,-,-,-,-
코비플라텍,코비플라텍,벤처기업,경기 평택시,전기·전자·제어,-,-,-,-
명진전력,-,-,-,-,-,-,-,-
삼정개발,삼정개발,중소기업,부산 사하구,폐수 처리업,-,-,-,-
삼정개발,삼정개발,중소기업,경기 안성시,벽지 및 장판류 도매업,-,-,-,-
삼정개발,삼정개발,-,-,-,-,-,-,-
삼정개발,삼정개발,중소기업,서울 강남구,기타 부동산 개발 및 공급업,-,-,-,-
삼정개발,삼정산업개발㈜,중소기업,경기 용인시,건설·시공·토목·조경,-,-,-,-
삼정개발,삼정자원개발㈜,-,-,-,-,-,문선식,-
삼정개발,㈜삼정도시개발,중소기업,대전 중구,비주거용 건물 개발 및 공급업,-,-,-,-
배명건설,-,-,-,-,-,-,-,-
흥진건설,흥진건설,중소기업,충남 천안시,토목시설물 건설업,-,-,-,-
흥진건설,흥진건설,-,-,-,-,-,-,-
흥진건설,흥진건설,중소기업,경기 용인시,건설·시공·토목·조경,-,-,-,-
흥진건설,흥진종합건설㈜,중소기업,서울 양천구,사무.상업용 및 공공기관용 건물 건설업,-,-,-,-
흥진건설,흥진조경건설㈜,중소기업,울산 중구,조경 건설업,-,-,-,-
흥진건설,흥진기초토목건설,중소기업,서울 양천구,기타 토목시설물 건설업,-,-,-,-
흥진건설,흥진건설,중소기업,서울 성북구,건설·시공·토목·조경,-,-,-,-
코너스톤에스에이치,코너스톤에스에이치,중소기업,경기 부천시,유아·유치원·어린이집,-,-,-,-
에스에스뉴테크,에스에스뉴테크,중소기업,경기도 고양시,전기·전자·제어,-,-,-,-
방재안전기술원,방재안전기술원,중소기업,경기 성남시,기타 회계 관련 서비스업,-,-,-,-
방재안전기술원,㈜한국방재안전보건환경기술원,중소기업,경기 수원시,시설관리·보안·경비,-,-,-,-
아라연환경,-,-,-,-,-,-,-,-
현인승강기,현인승강기,중소기업,충북 충주시,건물용 기계.장비 설치 공사업,-,-,-,-
진흥,진흥,국내 공공기관·공기업,서울 서초구,공기업·공공기관,-,-,-,-
진흥,진흥,비영리단체·교육재단,서울 영등포구,공기업·공공기관,-,-,-,-
진흥,진흥,비영리법인,서울 서초구,전문가 단체,-,-,-,-
진흥,진흥,공공기관,경기 고양시,농림수산 행정,-,-,-,-
진흥,진흥,공공기관,서울 송파구,그 외 기타 협회 및 단체,-,-,-,-
진흥,진흥,대기업,서울 용산구,아파트 건설업,-,-,-,-
진흥,진흥,-,-,-,-,-,-,-
진흥,진흥,공공기관,서울 중구,그 외 기타 협회 및 단체,-,-,-,-
진흥,진흥,공공기관,부산 해운대구,그 외 기타 협회 및 단체,-,-,-,-
진흥,진흥,공공기관,대전 중구,산업 단체,-,-,-,-
다우건축사사무소,㈜다우씨엔씨 건축사사무소,중소기업,서울 금천구,건축·설비·환경,-,-,-,-
스킨큐어,스킨큐어,대기업 계열사·자회사,서울 서초구,화장품 제조업,-,-,-,-
스킨큐어,스킨큐어,중소기업,경기 용인시,쇼핑몰·오픈마켓·소셜커머스,-,-,-,-
스킨큐어,스킨큐어,-,-,-,-,-,-,-
스킨큐어,스킨큐어,-,-,-,-,-,-,-
제이케이물산,제이케이물산,중소기업,경기 파주시,반도체 제조용 기계 제조업,-,-,-,-
송원이노베이션,-,-,-,-,-,-,-,-
조은가,㈜조은시스템,중견기업,서울 영등포구,시설관리·보안·경비,-,-,-,-
조은가,㈜인터로조,중견기업,경기 평택시,안경 및 안경렌즈 제조업,-,-,-,-
조은가,조은저축은행,중소기업,서울 강남구,상호저축은행 및 기타 저축기관,-,-,-,-
조은가,조원관광진흥㈜ 한국민속촌,중소기업,경기 용인시,호텔·여행·항공,-,-,-,-
조은가,농업회사법인㈜사조원,중견기업,전북 김제시,기타 가금류 및 조류 사육업,-,-,-,-
조은가,㈜조은세상,중소기업,서울 서초구,출판·인쇄·사진,-,-,-,-
조은가,㈜조네트워크,중소기업,서울 강남구,광고·홍보·전시,-,-,-,-
조은가,㈜정이조영어학원,중소기업,서울 양천구,일반 교과 학원,-,-,-,-
조은가,㈜조무사,벤처기업,부산 금정구,생활용품·소비재·기타,-,-,-,-
조은가,㈜조은제이앤피,중소기업,서울 영등포구,출판·인쇄·사진,-,-,-,-
송운,송운,중소기업,전남 영암군,강선 건조업,-,-,-,-
송운,송운,중소기업,경기 용인시,골프연습장 운영업,-,-,-,-
송운,송운,-,-,-,-,-,-,-
송운,송운,중소기업,인천 미추홀구,회계·세무·법무,-,-,-,-
송운,송운,-,-,-,-,-,-,-
송운,송운,-,-,-,-,-,-,-
송운,송운,중소기업,경기 파주시,문구용 종이제품 제조업,-,-,-,-
송운,송운,-,-,-,-,-,-,-
송운,송운,중소기업,경기 이천시,기타 기계 및 장비 도매업,-,-,-,-
라팜,라팜,중소기업,서울 중구,의복 액세서리 및 모조 장신구 도매업,-,-,-,-
라팜,라팜,중소기업,서울 중구,섬유·의류·패션,-,-,민덕선,2018.07.02(8년차)
라팜,㈜라이크팜,벤처기업,인천 연수구,제약·보건·바이오,-,-,-,-
라팜,라수아 패밀리(트라이엄프.엘르.수와팜 속옷),-,-,-,-,-,-,-
제일리버스,제일리버스,중소기업,경남 고성군,육류 도축업(가금류 제외),-,-,-,-
에넥스트,에넥스트,중소기업,부산 금정구,일반철물 제조업,-,-,-,-
에넥스트,넥스트이앤엠,중소기업,인천 서구,그 외 기타 전자부품 제조업,-,-,-,-
에넥스트,㈜에임넥스트,중소기업,서울 강남구,제약·보건·바이오,-,-,-,-
에넥스트,"넥스트맘 (아가방,에뜨와)",-,-,-,-,-,-,-
현진도시개발,-,-,-,-,-,-,-,-
자경,자경,중소기업,충남 천안시,합성수지 및 기타 플라스틱 물질 제조업,-,-,-,-
자경,자경,-,-,-,-,-,-,-
자경,자경,중소기업,부산 연제구,의료(진료과별),-,-,-,-
자경,자경,중소기업,경기 용인시,한의원,-,-,-,-
자경,자경,-,-,-,-,-,-,-
대성해외관광,대성해외관광,중소기업,충남 공주시,전세버스 운송업,-,-,-,-
이일화학,이일화학,중소기업,충북 청주시,포장용 플라스틱 성형용기 제조업,-,-,-,-
이일화학,삼일이화학,-,-,-,-,-,-,-
우호씨스템,우호시스템,중소기업,경기 의정부시,전기용 기계.장비 및 관련 기자재 도매업,-,-,-,-
하늘종합건설,하늘종합건설,중소기업,전남 무안군,배관 및 냉ㆍ난방 공사업,-,-,-,-
하늘종합건설,하늘종합건설,중소기업,대전 중구,건설·시공·토목·조경,-,-,-,-
하늘종합건설,하늘종합건설,중소기업,전남 해남군,기타 토목시설물 건설업,-,-,-,-
티에프스포츠코리아,티에프스포츠코리아,중소기업,서울 마포구,운동 및 경기용품 소매업,-,-,-,-
우평디엔씨,-,-,-,-,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 용인시,상품 종합 도매업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 부천시,전기·전자·제어,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,울산 울주군,그 외 자동차용 신품 부품 제조업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 김포시,그 외 기타 고무제품 제조업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 시흥시,"산업용 농.축산물, 섬유 원료 및 동물 중개업",-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 화성시,화학·에너지·환경,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,서울 송파구,사업시설 유지.관리 서비스업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,서울 종로구,귀금속 및 관련제품 제조업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 하남시,주형 및 금형 제조업,-,-,-,-
에이치에스씨,에이치에스씨,중소기업,경기 안산시,시설관리·보안·경비,-,-,-,-
성신화학,성신화학,중소기업,경기 군포시,전기·전자·제어,-,-,-,-
유스케어팜,유스케어팜,벤처기업,경기 수원시,제약·보건·바이오,-,-,-,-
금강기업,금강기업,중소기업,충북 음성군,화학·에너지·환경,-,-,-,-
금강기업,금강기업,중소기업,부산 중구,일반 화물자동차 운송업,-,-,-,-
금강기업,금강기업,중소기업,경기 시흥시,자동차·조선·철강·항공,-,-,-,-
금강기업,금강기업,중소기업,충북 충주시,기계·기계설비,-,-,-,-
금강기업,금강기업,-,-,-,-,-,-,-
금강기업,금강기업,-,-,-,-,-,-,-
금강기업,금강기업,-,-,-,-,-,-,-
금강기업,금강기업,-,-,-,-,-,-,-
금강기업,금강기업,중소기업,경남 김해시,금속류 원료 재생업,-,-,-,-
금강기업,금강기업,중소기업,전북 전주시,"철물, 금속 파스너 및 수공구 도매업",-,-,-,-
아시아퍼시픽34호선박투자회사,-,-,-,-,-,-,-,-
동대문호텔피에프브이,-,-,-,-,-,-,-,-
